Market,Submarket,Tier,Chain Class,Chain Scale,Brand,Company,Property,Rooms,Lat,Lng
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Economy,Americas Best Value Inn,Sonesta International Hotels Corp,Americas Best Value Inn Alliance,46,40.9014,-81.1474
"Cincinnati, OH",Downtown Cincinnati,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Cincinnati I-71,75,39.1692,-84.4193
"Cincinnati, OH",Downtown Cincinnati,Mid Tier,Midscale,Independent,Independent,Independent,Lookout Motel,29,39.063,-84.5385
"Cincinnati, OH",Cincinnati East,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Cincinnati East,93,39.0716,-84.2978
"Columbus, OH",Columbus South,Mid Tier,Upper Midscale,Upper Midscale,La Quinta Inns & Suites,Wyndham Hotels & Resorts,La Quinta Inn by Wyndham Columbus Airport Area,122,39.9364,-82.8318
"Toledo, OH",Toledo West,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Toledo - Maumee,108,41.5881,-83.6638
"Ohio State Area, OH",Ohio North,Upper Tier,Upscale,Independent,Independent,Independent,Bird's Nest Resort,25,41.6404,-82.8284
"Akron, OH",Akron West,Mid Tier,Midscale,Independent,Independent,Independent,Towne motel,16,41.1423,-81.8636
"Ohio State Area, OH",Ohio South,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Wheelersburg,53,38.7241,-82.8591
"Cincinnati, OH",Cincinnati North,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn & Suites by Wyndham Cincinnati North,96,39.2929,-84.4874
"Ohio State Area, OH",I70 Corridor,Lower Tier,Economy,Independent,Independent,Independent,Executive Inn,55,39.9657,-81.9007
"Columbus, OH",Columbus South,Lower Tier,Economy,Independent,Independent,Independent,Star City Inn & Suites,100,39.9008,-83.0798
"Columbus, OH",Columbus South,Lower Tier,Economy,Economy,OYO,Oravel Stays,Relax Inn by OYO Columbus OH I 70,105,39.9305,-82.8331
"Sandusky, OH",,Lower Tier,Economy,Economy,Econo Lodge,"Choice Hotels International, Inc.",Econo Lodge Inn & Suites Sandusky South,32,41.426,-82.6836
"Cincinnati, OH",Downtown Cincinnati,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Fort Wright Cincinnati Area,85,39.0566,-84.5448
"Columbus, OH",Columbus South,Lower Tier,Economy,Economy,OYO,Oravel Stays,Grove City Travel Inn Columbus South,43,39.8798,-83.0519
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Independent,Independent,Independent,Country Squire Inn,50,40.2709,-81.8782
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham New Philadelphia,83,40.4911,-81.4725
"Cleveland, OH",Strongsville/Medina,Upper Tier,Upscale,Upscale,Crowne Plaza,IHG Hotels & Resorts,Crowne Plaza Cleveland Airport by IHG,238,41.3701,-81.8256
"Columbus, OH",Columbus South,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Columbus East - Reynoldsburg,108,39.9357,-82.8318
"Columbus, OH",Worthington/Westerville,Lower Tier,Economy,Independent,Independent,Independent,Columbus Grand Hotel & Banquet Center,95,40.0885,-82.9843
"Cincinnati, OH",Cincinnati North,Lower Tier,Economy,Independent,Independent,Independent,Mason Inn,124,39.2967,-84.3154
"Cincinnati, OH",CVG Airport,Mid Tier,Upper Midscale,Upper Midscale,Country Inn & Suites by Choice,"Choice Hotels International, Inc.","Country Inn & Suites by Radisson, Erlanger - Cincinnati South",135,39.029,-84.6156
"Dayton, OH",Dayton South/Miamisburg,Lower Tier,Economy,Economy,Studio 6,G6 Hospitality LLC,"Studio 6 Miamisburg, OH - Dayton",134,39.6349,-84.2274
"Cincinnati, OH",CVG Airport,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Walton - Richwood,55,38.9193,-84.6315
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Midscale,Magnuson,Magnuson Companies LLC,Logan Lodge Motel Urbana,24,40.1467,-83.7465
"Cleveland, OH",Avon/I90 West,Mid Tier,Midscale,Independent,Independent,Independent,Arlington Suites Elyria,116,41.4025,-82.1134
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Independent,Independent,Independent,Inn At Amish Door,52,40.6541,-81.6397
"Toledo, OH",Toledo West,Lower Tier,Economy,Economy,Motel 6,G6 Hospitality LLC,"Motel 6 Toledo, OH",99,41.593,-83.6683
"Ohio State Area, OH",I70 Corridor,Lower Tier,Economy,Independent,Independent,Independent,Deer Creek Motel,90,39.9998,-81.5741
"Cleveland, OH",Strongsville/Medina,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Cleveland - Independence,108,41.3946,-81.65
"Dayton, OH",Downtown/DAY Airport,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn & Suites by Wyndham Dayton North,85,39.8551,-84.1913
"Cleveland, OH",Cleveland Heights,Upper Tier,Upscale,Upscale,Four Points by Sheraton,Marriott International,Four Points by Sheraton Cleveland-Eastlake,143,41.6372,-81.4391
"Youngstown, OH",,Mid Tier,Midscale,Midscale,Baymont,Wyndham Hotels & Resorts,Baymont by Wyndham Youngstown,146,41.1544,-80.6643
"Cincinnati, OH",Franklin,Lower Tier,Economy,Economy,OYO,Oravel Stays,"OYO Hotel Franklin OH near Miami Valley Gaming, I-75",64,39.5656,-84.2691
"Dayton, OH",Downtown/DAY Airport,Upper Tier,Upscale,Independent,Independent,Independent,Dayton Vitality Hotel,126,39.7572,-84.1901
"Cincinnati, OH",Cincinnati North,Upper Tier,Upper Upscale,Independent,Independent,Independent,Carriage Inn,25,39.3227,-84.5041
"Cincinnati, OH",Cincinnati North,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Mason Near Kings Island,142,39.3561,-84.2672
"Dayton, OH",Downtown/DAY Airport,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Dayton North Airport,108,39.8543,-84.1913
"Akron, OH",Canton,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Canton,108,40.859,-81.4341
"Cleveland, OH",Avon/I90 West,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Cleveland Lakewood,66,41.4896,-81.7731
"Cleveland, OH",Avon/I90 West,Lower Tier,Economy,Economy,Travelodge,Wyndham Hotels & Resorts,Travelodge by Wyndham Cleveland Lakewood,42,41.4903,-81.7708
"Toledo, OH",Toledo East,Lower Tier,Economy,Economy,Knights Inn,Sonesta International Hotels Corp,Knights Inn Rossford,110,41.5875,-83.5647
"Ohio State Area, OH",Ohio South,Lower Tier,Economy,Economy,Travelodge,Wyndham Hotels & Resorts,Travelodge by Wyndham Gallipolis,45,38.8445,-82.2397
"Cleveland, OH",Downtown Cleveland,Upper Tier,Upper Upscale,Upper Upscale,Westin,Marriott International,The Westin Cleveland Downtown,484,41.5037,-81.6914
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,Fairfield Inn & Suites Port Clinton,86,41.5156,-82.9138
"Columbus, OH",Newark,Upper Tier,Upscale,Upscale,DoubleTree by Hilton,Hilton Worldwide,DoubleTree by Hilton Hotel Newark Ohio,117,40.0602,-82.4012
"Dayton, OH",Downtown/DAY Airport,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Dayton - Moraine/U of Dayton,60,39.7198,-84.2174
"Youngstown, OH",,Lower Tier,Economy,Economy,Motel 6,G6 Hospitality LLC,"Motel 6 Youngstown, OH",82,41.1583,-80.6636
"Columbus, OH",Newark,Lower Tier,Economy,Independent,Independent,Independent,Lake Inn -Buckeye Lake,93,39.9434,-82.4822
"Ohio State Area, OH",Lima,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Lima Northeast,116,40.7566,-84.0788
"Cincinnati, OH",Franklin,Lower Tier,Economy,Independent,Independent,Independent,Motel 75 Monroe,55,39.4417,-84.337
"Akron, OH",Canton,Upper Tier,Upscale,Upscale,Courtyard,Marriott International,Courtyard by Marriott Canton,150,40.8639,-81.4294
"Cincinnati, OH",CVG Airport,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Cincinnati Airport-Florence/ Erlanger,135,39.027,-84.6161
"Cleveland, OH",Downtown Cleveland,Upper Tier,Upscale,Upscale,DoubleTree by Hilton,Hilton Worldwide,DoubleTree by Hilton Hotel Cleveland Downtown - Lakeside,379,41.507,-81.6901
"Columbus, OH",Columbus West,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Columbus West - Hilliard,79,39.9803,-83.1519
"Cleveland, OH",Strongsville/Medina,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn,IHG Hotels & Resorts,Holiday Inn Cleveland-S Independence by IHG,260,41.3973,-81.6491
"Dayton, OH",Dayton South/Miamisburg,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Dayton South - Miamisburg,107,39.6377,-84.2335
"Cleveland, OH",Strongsville/Medina,Mid Tier,Midscale,Midscale,Ramada,Wyndham Hotels & Resorts,Ramada by Wyndham Cleveland Independence,178,41.3949,-81.6546
"Ohio State Area, OH",Ohio South,Mid Tier,Midscale,Midscale,Wingate by Wyndham,Wyndham Hotels & Resorts,Wingate by Wyndham Marietta Conference Center,120,39.408,-81.4227
"Akron, OH",Akron West,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn,IHG Hotels & Resorts,Holiday Inn Akron West - Fairlawn by IHG,163,41.1367,-81.6466
"Ohio State Area, OH",Ohio South,Mid Tier,Midscale,Independent,Independent,Independent,Budget Inn,42,39.5194,-83.8502
"Toledo, OH",Toledo East,Lower Tier,Economy,Economy,Super 8,Wyndham Hotels & Resorts,Super 8 by Wyndham Perrysburg,59,41.5476,-83.5997
"Cincinnati, OH",CVG Airport,Lower Tier,Economy,Economy,Econo Lodge,"Choice Hotels International, Inc.",Econo Lodge,71,39.0273,-84.6168
"Ohio State Area, OH",Ohio South,Mid Tier,Midscale,Independent,Independent,Independent,Budget Host-Coach Inn,29,39.3001,-82.1089
"Toledo, OH",Toledo East,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Perrysburg - Toledo South,136,41.5475,-83.6015
"Ohio State Area, OH",Mansfield/Ashland,Upper Tier,Upper Upscale,Independent,Independent,Independent,Mohican Lodge and Conference Center,96,40.6387,-82.3336
"Ohio State Area, OH",Ohio North,Upper Tier,Upscale,Independent,Independent,Independent,Dutch Host Inn,33,40.5087,-81.6192
"Akron, OH",Canton,Mid Tier,Midscale,Midscale,Magnuson,Magnuson Companies LLC,Magnuson Hotel Extended Stay Canton Ohio,26,40.8605,-81.4283
"Dayton, OH",Downtown/DAY Airport,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Dayton Airport,148,39.8585,-84.2824
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Montpelier,124,41.6097,-84.5548
"Cleveland, OH",Cleveland Heights,Mid Tier,Midscale,Midscale,FairBridge Inn,Fairbridge Hotels International,FairBridge Inn & Suites East of Cleveland,150,41.5887,-81.4809
"Cincinnati, OH",Franklin,Lower Tier,Economy,Independent,Independent,Independent,Parkway Inn,55,39.5302,-84.3767
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Independent,Independent,Independent,Travelodge by Wyndham New Philadelphia,57,40.4922,-81.4731
"Dayton, OH",Dayton Northeast/Fairborn,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Dayton - Huber Heights,45,39.8669,-84.1021
"Ohio State Area, OH",I70 Corridor,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Cambridge,95,40.0054,-81.575
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Fremont,105,41.4052,-83.1006
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Best Western Plus,Best Western Hotels & Resorts,Best Western Plus Wooster Hotel & Conference Center,100,40.7983,-81.9372
"Cincinnati, OH",Cincinnati North,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Sharonville,121,39.2876,-84.3983
"Cleveland, OH",Cleveland Heights,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn,IHG Hotels & Resorts,Holiday Inn Cleveland Northeast - Mentor by IHG,132,41.6617,-81.3769
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Independent,Independent,Independent,The Fountain Inn,54,41.5443,-82.7506
"Sandusky, OH",,Mid Tier,Upper Midscale,Independent,Independent,Independent,Sawmill Creek Resort,236,41.4082,-82.5962
"Columbus, OH",CMH Airport,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Columbus Airport,210,39.9871,-82.913
"Columbus, OH",Worthington/Westerville,Lower Tier,Economy,Economy,Motel 6,G6 Hospitality LLC,"Motel 6 Columbus, OH - OSU North",46,40.0633,-82.9991
"Ohio State Area, OH",Mansfield/Ashland,Lower Tier,Economy,Independent,Independent,Independent,Mansfield Heritage Inn,50,40.7825,-82.4084
"Columbus, OH",Worthington/Westerville,Lower Tier,Economy,Economy,Super 8,Wyndham Hotels & Resorts,Super 8 by Wyndham Columbus,165,40.0891,-82.9894
"Columbus, OH",Columbus South,Lower Tier,Economy,Economy,Motel 6,G6 Hospitality LLC,"Motel 6 Grove City, OH",101,39.8794,-83.0533
"Ohio State Area, OH",Ohio South,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Gallipolis,100,38.8447,-82.148
"Cincinnati, OH",Downtown Cincinnati,Upper Tier,Upscale,Upscale,Radisson by Choice,"Choice Hotels International, Inc.",Radisson Hotel Cincinnati Riverfront,220,39.0857,-84.5218
"Cleveland, OH",Avon/I90 West,Mid Tier,Midscale,Midscale,Ramada,Wyndham Hotels & Resorts,Ramada by Wyndham Cleveland Airport West,70,41.4207,-81.8663
"Ohio State Area, OH",I70 Corridor,Upper Tier,Upscale,Independent,Independent,Independent,Salt Fork State Park Lodge and Conference Center,202,40.0397,-81.6017
"Cleveland, OH",Avon/I90 West,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Amherst,85,41.4171,-82.2107
"Columbus, OH",Worthington/Westerville,Mid Tier,Midscale,Independent,Independent,Independent,Norwood Inn Statefair Grounds,128,40.0864,-82.9857
"Cleveland, OH",Cleveland Heights,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn,IHG Hotels & Resorts,Holiday Inn Cleveland-Mayfield by IHG,108,41.5404,-81.4465
"Dayton, OH",Springfield,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn and Conference Center,150,39.8927,-83.8088
"Ohio State Area, OH",Mansfield/Ashland,Lower Tier,Economy,Economy,Travelodge,Wyndham Hotels & Resorts,Travelodge by Wyndham Mansfield,87,40.6969,-82.5152
"Columbus, OH",Columbus South,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Columbus East Airport,152,39.9378,-82.8298
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Midscale,Magnuson,Magnuson Companies LLC,GuestKeeper Inn,46,40.8825,-84.5844
"Cleveland, OH",Strongsville/Medina,Mid Tier,Upper Midscale,Upper Midscale,Best Western Plus,Best Western Hotels & Resorts,Best Western Plus Strongsville Cleveland,306,41.3118,-81.8075
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Sidney OH,94,40.2895,-84.1841
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Wapakoneta by IHG,89,40.563,-84.1711
"Dayton, OH",Dayton Northeast/Fairborn,Lower Tier,Economy,Economy,Suburban Studios,"Choice Hotels International, Inc.",Suburban Studios Fairborn - Dayton,130,39.8307,-84.0209
"Ohio State Area, OH",Ohio South,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn,IHG Hotels & Resorts,Holiday Inn Portsmouth Downtown by IHG,88,38.7319,-82.9979
"Akron, OH",Canton,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn,IHG Hotels & Resorts,Holiday Inn Canton (Belden Village) by IHG,184,40.8575,-81.4334
"Cleveland, OH",Avon/I90 West,Upper Tier,Upscale,Upscale,Wyndham,Wyndham Hotels & Resorts,Wyndham Cleveland Airport,372,41.4377,-81.8006
"Dayton, OH",Tipp City/Troy,Lower Tier,Economy,Economy,Motel 6,G6 Hospitality LLC,"Motel 6 Troy, OH",80,40.0271,-84.2287
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Economy,Rodeway Inn,"Choice Hotels International, Inc.",Rodeway Inn Montpelier,41,41.609,-84.5563
"Sandusky, OH",,Mid Tier,Midscale,Independent,Independent,Independent,South Shore Inn,72,41.4402,-82.6756
"Cincinnati, OH",CVG Airport,Lower Tier,Economy,Economy,SureStay,Best Western Hotels & Resorts,SureStay by Best Western Florence,89,38.9825,-84.6428
"Youngstown, OH",,Lower Tier,Economy,Economy,Travelodge,Wyndham Hotels & Resorts,Travelodge by Wyndham Hubbard OH,31,41.179,-80.5668
"Cincinnati, OH",Cincinnati North,Upper Tier,Upscale,Upscale,Delta Hotel,Marriott International,Delta Hotels Marriott Cincinnati Sharonville,230,39.2799,-84.4425
"Ohio State Area, OH",Ohio South,Upper Tier,Upscale,Independent,Independent,Independent,Shawnee Lodge & Conference Center,75,38.7399,-83.2037
"Columbus, OH",Worthington/Westerville,Lower Tier,Economy,Economy,Econo Lodge,"Choice Hotels International, Inc.",Econo Lodge Worthington - Columbus North,46,40.1074,-83.0151
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Bucyrus North,58,40.8237,-82.9754
"Toledo, OH",Toledo East,Mid Tier,Midscale,Midscale,Baymont,Wyndham Hotels & Resorts,Baymont by Wyndham Northwood,150,41.6102,-83.5388
"Ohio State Area, OH",Ohio South,Mid Tier,Midscale,Midscale,Baymont,Wyndham Hotels & Resorts,Baymont by Wyndham Marietta,108,39.4083,-81.4205
"Akron, OH",Akron West,Upper Tier,Upper Upscale,Upper Upscale,Hilton,Hilton Worldwide,Hilton Akron/Fairlawn,203,41.1334,-81.6217
"Cincinnati, OH",Cincinnati North,Mid Tier,Upper Midscale,Upper Midscale,Quality,"Choice Hotels International, Inc.",Quality Hotel Conference Center Cincinnati Blue Ash,200,39.2485,-84.368
"Cincinnati, OH",Downtown Cincinnati,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn,IHG Hotels & Resorts,Holiday Inn Cincinnati-Riverfront by IHG,155,39.0882,-84.5207
"Youngstown, OH",,Upper Tier,Upscale,Independent,Independent,Independent,The Grand Resort,132,41.2373,-80.7175
"Cleveland, OH",Avon/I90 West,Lower Tier,Economy,Independent,Independent,Independent,South Ridge Inn,55,41.3808,-81.9811
"Ohio State Area, OH",I70 Corridor,Lower Tier,Economy,Independent,Independent,Independent,Southgate Hotel,102,40.0041,-81.5772
"Columbus, OH",Downtown Columbus,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn,IHG Hotels & Resorts,Holiday Inn Columbus Dwtn-Capitol Square by IHG,200,39.9588,-82.9948
"Cincinnati, OH",Franklin,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn & Suites Middletown - Franklin,85,39.491,-84.3266
"Ohio State Area, OH",Ohio South,Mid Tier,Upper Midscale,Independent,Independent,Independent,Burr Oak Lodge & Conference Center,90,39.531,-82.0353
"Cincinnati, OH",Downtown Cincinnati,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn & Suites Cincinnati Downtown Area,242,39.1036,-84.5288
"Ohio State Area, OH",Ohio South,Mid Tier,Midscale,Independent,Independent,Independent,Town & Country Motel,15,39.0582,-83.0201
"Akron, OH",Twinsburg/Streetsboro,Mid Tier,Midscale,Independent,Independent,Independent,Norwood Inn Hudson - Akron North,230,41.2613,-81.5028
"Toledo, OH",Toledo East,Lower Tier,Economy,Independent,Independent,Independent,Miami Suites,145,41.6192,-83.5397
"Cincinnati, OH",Cincinnati West,Upper Tier,Upscale,Independent,Independent,Independent,Hueston Woods Lodge & Conference Center,92,39.5719,-84.7422
"Cleveland, OH",Avon/I90 West,Lower Tier,Economy,Economy,Motel 6,G6 Hospitality LLC,"Motel 6 North Ridgeville, OH - Cleveland Intl Airport - N Ridgeville",81,41.382,-81.9803
"Sandusky, OH",,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Sandusky / Cedar Point,100,41.402,-82.6563
"Cincinnati, OH",Downtown Cincinnati,Lower Tier,Economy,Independent,Independent,Independent,Carrousel Inn & CC,50,39.2083,-84.4505
"Ohio State Area, OH",Ohio North,Upper Tier,Upper Upscale,Independent,Independent,Independent,Twins Motel,16,40.5907,-81.5254
"Columbus, OH",Downtown Columbus,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,"Holiday Inn Express Columbus Downtown, an IHG Hotel",59,39.9489,-82.9972
